time,gFx,gFy,gFz,TgF
12.872722,-0.1970,-0.8787,0.5761,1.07
12.922834,-1.9440,-0.6115,0.5200,2.10
12.973264,-0.7366,-0.6893,0.1762,1.02
13.019445,-0.4083,-1.4665,-0.0770,1.52
13.072686,-0.0048,-1.1520,-0.0570,1.15
13.122836,-0.0375,-0.7605,-0.0947,0.77
13.172487,-0.1381,-0.7588,-0.0999,0.78
13.224022,-0.2721,-1.0599,-0.1016,1.10
13.272257,-0.3594,-0.8759,-0.1613,0.96
13.323158,-0.4587,-0.7673,-0.0552,0.90
13.372219,-0.6312,-0.8295,-0.0233,1.04
13.425750,-0.7913,-0.8677,0.0836,1.18
13.472883,-0.6317,-0.8626,0.4595,1.16
13.525275,-0.6725,-0.8100,0.3438,1.11
13.573261,-0.8361,-1.1133,0.2736,1.42
13.629161,-0.7266,-1.0469,-0.0881,1.28
13.672520,-0.4874,-1.5234,-0.4121,1.65
13.723552,-0.2680,-1.4930,-0.0262,1.52
13.781029,-0.5382,-0.7412,0.6511,1.12
13.823861,-0.4452,-0.8465,-0.1452,0.97
13.881902,-0.2269,-0.5159,-0.4276,0.71
13.923776,0.0631,-0.5408,-0.2000,0.58
13.981341,0.1146,-0.8001,0.2459,0.84
14.026895,-1.2893,-1.0216,1.4607,2.20
14.080440,-1.3827,-0.6795,-0.0139,1.54
14.130906,-0.5464,-1.2090,0.1004,1.33
14.181149,-0.1472,-1.7606,0.0236,1.77
14.225652,-0.0457,-0.5347,-0.0340,0.54
14.280321,-0.1743,-0.6382,-0.0897,0.67
14.332573,-0.5339,-1.2935,-0.2244,1.42
14.380493,-0.3236,-0.7746,-0.1697,0.86
14.429533,-0.2793,-0.6494,-0.0214,0.71
14.480811,-0.3641,-0.9253,-0.0709,1.00
14.530791,-0.4214,-1.0828,0.1976,1.18
14.580458,-0.5960,-0.8238,0.2571,1.05
14.628166,-0.6788,-1.0118,0.1203,1.22
14.680237,-0.8739,-0.8269,-0.0662,1.20
14.731599,-0.8399,-0.9975,0.2390,1.33
14.780029,-0.5135,-1.0278,0.1035,1.15
14.831027,-0.4084,-1.5513,-0.2331,1.62
14.879939,-0.3078,-1.0566,0.2162,1.12
